FID,Shape,author,year,family,genus,species,bodymass_g_pantheria,Dmin,D,Log10 D,Dmax,SE,Coeficient of variation,dispersion,detection_method,new_detection_method,analitical_method,new_analitical_method,method,place,environment,new_environment,Lat,Long,sampling_effort,effort_unit,season,link,doi,country,state_province,annual_precipitation,Altitude
188,Point,Tomaz et al,2001,Cervidae,Ozotocerus,bezoarticus,34620.4,5.42,6.85,0.835690572,8.28,1.43,0.208759124,NA,sighting,sighting,distance,Distance,sighting_Distance,the Campo Dora ranch,pantanal wetland,Field/Desert,-18.770317,-57,84,km2,spring,"A survey of a pampas deer, Ozotoceros bezoarticus leucogaster (Arctiodactyla, Cervidae), population in the Pantanal wetland, Brazil, using the distance sampling technique | Animal Biodiversity and Conservation (raco.cat)",NA,Brazil,Mato Grosso do Sul,1230,103
189,Point,Tomaz et al,2001,Cervidae,Ozotocerus,bezoarticus,34620.4,4.29,4.99,0.698100546,5.69,0.7,0.140280561,NA,sighting,sighting,distance,Distance,sighting_Distance,the Campo Dora ranch,pantanal wetland,Field/Desert,-18.770317,-57,84,km2,spring,"A survey of a pampas deer, Ozotoceros bezoarticus leucogaster (Arctiodactyla, Cervidae), population in the Pantanal wetland, Brazil, using the distance sampling technique | Animal Biodiversity and Conservation (raco.cat)",NA,Brazil,Mato Grosso do Sul,1230,103
190,Point,Tomaz et al,2001,Cervidae,Ozotocerus,bezoarticus,34620.4,4.85,5.53,0.742725131,6.21,0.68,0.122965642,NA,sighting,sighting,distance,Distance,sighting_Distance,the Campo Dora ranch,pantanal wetland,Field/Desert,-18.770317,-57,84,km2,spring,"A survey of a pampas deer, Ozotoceros bezoarticus leucogaster (Arctiodactyla, Cervidae), population in the Pantanal wetland, Brazil, using the distance sampling technique | Animal Biodiversity and Conservation (raco.cat)",NA,Brazil,Mato Grosso do Sul,1230,103
191,Point,Tomaz et al,2012,Cervidae,Ozotocerus,bezoarticus,34620.4,4.85,5.97,0.775974331,7.09,1.12,0.18760469,CV,capture,capture,distance,CMR,capture_CMR,fazenda Ipanema,cerrado e pasto,Field/Desert,-18.752058,-57,180.4,km,autumn_winter_spring,https://revistas.ufrj.br/index.php/oa/article/view/8248,NA,Brazil,Mato Grosso do Sul,1236,104
192,Point,Tomaz et al,2012,Cervidae,Ozotocerus,bezoarticus,34620.4,4.41,5.77,0.761175813,7.13,1.36,0.235701906,CV,capture,capture,distance,CMR,capture_CMR,fazenda Nhumirim,cerrado e florestas,Savana,-18.922326,-57,180.4,km,autumn_winter_spring,https://revistas.ufrj.br/index.php/oa/article/view/8246,NA,Brazil,Mato Grosso do Sul,1255,94
193,Point,Oliveira et al,2022,Cervidae,Passalites,nemorivaga,14700,NA,18.176671,1.259514347,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Reserva Biológica de Sooretama,Atlantic forest,Dense Forest,-19.044198,-40,1718,m,spring,personal data,NA,Brazil,Espírito Santo,1181,61
194,Point,Desbiez et al,2010,Cervidae,Ozotocerus,bezoarticus,34620.4,5.47,6.1,0.785329835,6.73,0.63,0.103278689,SE,sighting,sighting,distance,Distance,sighting_Distance,managed cattle ranches in central Pantanal,pasture,Field/Desert,-18.981928,-57,200,km2,year_long,NA,10.1111/j.1744-7429.2009.00601.x,Brazil,Mato Grosso do Sul,1232,96
195,Point,Desbiez et al,2010,Cervidae,Ozotocerus,bezoarticus,34620.4,0.45,1.22,0.086359831,1.99,0.77,0.631147541,SE,sighting,sighting,distance,Distance,sighting_Distance,managed cattle ranches in central Pantanal,forest,Field/Desert,-18.981928,-57,200,km2,year_long,NA,10.1111/j.1744-7429.2009.00601.x,Brazil,Mato Grosso do Sul,1232,96
196,Point,Desbiez et al,2010,Cervidae,Ozotocerus,bezoarticus,34620.4,0.11,0.22,-0.657577319,0.33,0.11,0.5,SE,sighting,sighting,distance,Distance,sighting_Distance,managed cattle ranches in central Pantanal,cerrado,Field/Desert,-18.981928,-57,200,km2,year_long,NA,10.1111/j.1744-7429.2009.00601.x,Brazil,Mato Grosso do Sul,1232,96
197,Point,Desbiez et al,2010,Tayassuidae,Dicotyles,tajacu,21133.69,NA,0.71,-0.148741651,NA,NA,NA,SE,sighting,sighting,distance,Distance,sighting_Distance,managed cattle ranches in central Pantanal,floodplain,Wetland,-18.981928,-57,200,km2,year_long,NA,10.1111/j.1744-7429.2009.00601.x,Brazil,Mato Grosso do Sul,1232,96
198,Point,Desbiez et al,2010,Tayassuidae,Dicotyles,tajacu,21133.69,4.84,6.64,0.822168079,8.44,1.8,0.271084337,SE,sighting,sighting,distance,Distance,sighting_Distance,managed cattle ranches in central Pantanal,forest,Savana,-18.981928,-57,200,km2,year_long,NA,10.1111/j.1744-7429.2009.00601.x,Brazil,Mato Grosso do Sul,1232,96
199,Point,Desbiez et al,2010,Tayassuidae,Dicotyles,tajacu,21133.69,3.86,5.48,0.738780559,7.1,1.62,0.295620438,SE,sighting,sighting,distance,Distance,sighting_Distance,managed cattle ranches in central Pantanal,cerrado,Savana,-18.981928,-57,200,km2,year_long,NA,10.1111/j.1744-7429.2009.00601.x,Brazil,Mato Grosso do Sul,1232,96
200,Point,Desbiez et al,2010,Tayassuidae,Tayassu,pecari,31798.71,9.36,13.7,1.136720567,18.04,4.34,0.316788321,SE,sighting,sighting,distance,Distance,sighting_Distance,managed cattle ranches in central Pantanal,forest,Savana,-18.981928,-57,200,km2,year_long,NA,10.1111/j.1744-7429.2009.00601.x,Brazil,Mato Grosso do Sul,1232,96
201,Point,Desbiez et al,2010,Tayassuidae,Tayassu,pecari,31798.71,1.66,2.99,0.475671188,4.32,1.33,0.444816054,SE,sighting,sighting,distance,Distance,sighting_Distance,managed cattle ranches in central Pantanal,cerrado,Savana,-18.981928,-57,200,km2,year_long,NA,10.1111/j.1744-7429.2009.00601.x,Brazil,Mato Grosso do Sul,1232,96
202,Point,Oliveira Santos,2009,Tayassuidae,Dicotyles,tajacu,21133.69,NA,4.16,0.619093331,NA,NA,NA,NA,camera_trap,camera_trap,CMR,CMR,camera_trap_CMR,"Sub-região da Nhecolândia - fazendas Nhumirim, Porto Alegre, Ipanema, Dom Valdir e Chatelodo",cerrado,Savana,-18.983069,-57,100,km2,summer,Repositório Institucional da Universidade Federal de Mato Grosso do Sul: Ecologia e conservação de ungulados florestais em uma área do Pantanal (ufms.br),NA,Brazil,Mato Grosso do Sul,1232,96
203,Point,Oliveira Santos,2009,Tayassuidae,Tayassu,pecari,31798.71,NA,4.06,0.608526034,NA,NA,NA,NA,camera_trap,camera_trap,CMR,CMR,camera_trap_CMR,"Sub-região da Nhecolândia - fazendas Nhumirim, Porto Alegre, Ipanema, Dom Valdir e Chatelodo",cerrado,Savana,-18.983069,-57,100,km2,summer,Repositório Institucional da Universidade Federal de Mato Grosso do Sul: Ecologia e conservação de ungulados florestais em uma área do Pantanal (ufms.br),NA,Brazil,Mato Grosso do Sul,1232,96
204,Point,Ferreguetti et al.,2016,Cervidae,Mazama,americana,20546.86,0.135,0.15,-0.823908741,0.165,0.015,0.1,CI,sighting,sighting,Distance,Distance,sighting_Distance,Reserva Natural Vale- Espírito Santo - Brasil,Mata Atlântica,Dense Forest,-19.16,-40,980,km,year_long,NA,NA,Brazil,Espírito Santo,1203,38
205,Point,Ferreguetti et al.,2016,Cervidae,Subulo,gouazoubira,16633.17,0.19,0.21,-0.677780705,0.23,0.02,0.095238095,CI,sighting,sighting,Distance,Distance,sighting_Distance,Reserva Natural Vale- Espírito Santo - Brasil,Mata Atlântica,Dense Forest,-19.16,-40,980,km,year_long,NA,NA,Brazil,Espírito Santo,1203,38
206,Point,Oliveira et al,2022,Cervidae,Passalites,nemorivaga,14700,NA,16.674618,1.222055893,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,RPPN Recanto das Antas,Atlantic forest,Dense Forest,-19.08995,-40,1003,m,spring,personal data,NA,Brazil,Espírito Santo,1195,40
207,Point,Noss et al,2003,Tapiridae,Tapirus,terrestris,169496.6,0.19,0.22,-0.657577319,0.25,0.03,0.136363636,SE,camera_trap,camera_trap,CMR,CMR,camera_trap_CMR,Cerro Cortado,dry forest,Open Forest,-19.148739,-61,3960,camera trap nights,autumn_summer,Noss_AJ._et_al._2003._A_Camera_trapping_and_radio_telemetry_study_of_lowland_tapri_Tapirus_terrestris_in_Bolivian_Dry_Forest.pdf (tapirs.org),NA,Bolivia,Santa Cruz,596,345
208,Point,Noss et al,2003,Tapiridae,Tapirus,terrestris,169496.6,0.25,0.28,-0.552841969,0.31,0.03,0.107142857,SE,camera_trap,camera_trap,CMR,CMR,camera_trap_CMR,Cerro Cortado,dry forest,Open Forest,-19.148739,-61,3960,camera trap nights,autumn_summer,Noss_AJ._et_al._2003._A_Camera_trapping_and_radio_telemetry_study_of_lowland_tapri_Tapirus_terrestris_in_Bolivian_Dry_Forest.pdf (tapirs.org),NA,Bolivia,Santa Cruz,596,345
209,Point,Noss et al,2003,Tapiridae,Tapirus,terrestris,169496.6,0.48,0.71,-0.148741651,0.94,0.23,0.323943662,SE,radio_collar,radio_collar,Home range,Home range,radio_collar_Home range,Cerro Cortado,dry forest,Open Forest,-19.148739,-61,2.48,km2,year_long,Noss_AJ._et_al._2003._A_Camera_trapping_and_radio_telemetry_study_of_lowland_tapri_Tapirus_terrestris_in_Bolivian_Dry_Forest.pdf (tapirs.org),NA,Bolivia,Santa Cruz,596,345
210,Point,Noss et al,2003,Tapiridae,Tapirus,terrestris,169496.6,-0.06,0.09,-1.045757491,0.24,0.15,1.666666667,SE,camera_trap,camera_trap,CMR,CMR,camera_trap_CMR,Ravelo,dry forest,Open Forest,-19.14346,-61,2170,camera trap nights,year_long,Noss_AJ._et_al._2003._A_Camera_trapping_and_radio_telemetry_study_of_lowland_tapri_Tapirus_terrestris_in_Bolivian_Dry_Forest.pdf (tapirs.org),NA,Bolivia,Santa Cruz,697,316
211,Point,Tomaz et al,2012,Cervidae,Ozotocerus,bezoarticus,34620.4,4.29,5.45,0.736396502,6.61,1.16,0.212844037,CV,capture,capture,distance,CMR,capture_CMR,fazenda Alegria,campos de vazante e pequenas manchas de florestas,Savana,-19.141402,-57,180.4,km,autumn_winter_spring,https://revistas.ufrj.br/index.php/oa/article/view/8247,NA,Brazil,Mato Grosso do Sul,1231,92
212,Point,Noss et al,2012,Tapiridae,Tapirus,terrestris,169496.6,0.1092,0.15,-0.823908741,0.1908,0.0408,0.272,SE,camera_trap,camera_trap,CMR,CMR,camera_trap_CMR,Kaa-Iya del Gran Chaco National Park,Forest,Open Forest,-19.428149,-62,NA,NA,NA,NA,10.1111/j.1469-1795.2012.00545.x,Bolivia,Santa Cruz,543,476
213,Point,Noss et al,2012,Tapiridae,Tapirus,terrestris,169496.6,0.1204,0.161,-0.793174124,0.2016,0.0406,0.252173913,SE,camera_trap,camera_trap,CMR,CMR,camera_trap_CMR,Kaa-Iya del Gran Chaco National Park,Forest,Open Forest,-19.428149,-62,NA,NA,NA,NA,10.1111/j.1469-1795.2012.00545.x,Bolivia,Santa Cruz,543,476
214,Point,Noss et al,2006,Cervidae,Subulo,gouazoubira,16633.17,1.57,1.72,0.235528447,1.88,0.16,0.093023256,CI,sighting,sighting,Distance,Distance,sighting_Distance,Kaa lya del Gran Chaco National Park- Bolivia,Chaco,Wetland,-19.54,-62,8550,km,year_long,NA,NA,Bolivia,Santa Cruz,525,499
215,Point,Noss et al,2006,Cervidae,Subulo,gouazoubira,16633.17,1.64,2.35,0.371067862,3.37,1.02,0.434042553,CI,sighting,sighting,Distance,Distance,sighting_Distance,Kaa lya del Gran Chaco National Park- Bolivia,Chaco,Wetland,-19.54,-62,1106,km,year_long,NA,NA,Bolivia,Santa Cruz,525,499
218,Point,Noss et al,2012,Tapiridae,Tapirus,terrestris,169496.6,0.0454,0.0779,-1.108462542,0.1104,0.0325,0.41720154,SE,camera_trap,camera_trap,CMR,CMR,camera_trap_CMR,Kaa-Iya del Gran Chaco National Park,Forest,Open Forest,-20.018562,-62,NA,NA,NA,NA,10.1111/j.1469-1795.2012.00545.x,Bolivia,Santa Cruz,468,428
219,Point,Noss et al,2012,Tapiridae,Tapirus,terrestris,169496.6,0.0605,0.137,-0.863279433,0.2135,0.0765,0.558394161,SE,camera_trap,camera_trap,CMR,CMR,camera_trap_CMR,Kaa-Iya del Gran Chaco National Park,Forest,Open Forest,-20.018562,-62,NA,NA,NA,NA,10.1111/j.1469-1795.2012.00545.x,Bolivia,Santa Cruz,468,428
220,Point,Oliveira et al,2022,Cervidae,Subulo,gouazoubira,16633.17,NA,0.66892,-0.174625819,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,RVS Libélulas da Serra de São José,Atlantic forest,Dense Forest,-21.072496,-44,486,m,autumn,personal data,NA,Brazil,Minas Gerais,1483,926
221,Point,Oliveira et al,2022,Cervidae,Mazama,americana,20546.86,NA,2.692449,0.430147486,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Cajuru,Atlantic forest,Dense Forest,-21.344934,-47,43087,m,summer,personal data,NA,Brazil,São Paulo,1441,610
222,Point,Arzamendia & Vilá,2011,Camelidae,Lama,vicugna,47499.61,NA,7.7,0.886490725,NA,NA,NA,NA,capture,capture,CMR,CMR,capture_CMR,Pozuelos Biosphere Reserve,Andes,Field/Desert,-22,-66,89.4,km2,summer,NA,10.1002/jwmg.242,Argentina,Jujuy,240,3671
223,Point,Arzamendia & Vilá,2011,Camelidae,Lama,vicugna,47499.61,NA,9.2,0.963787827,NA,NA,NA,NA,capture,capture,CMR,CMR,capture_CMR,Pozuelos Biosphere Reserve,Andes,Field/Desert,-22,-66,89.4,km2,summer,NA,10.1002/jwmg.242,Argentina,Jujuy,240,3671
224,Point,Arzamendia & Vilá,2011,Camelidae,Lama,vicugna,47499.61,NA,11.9,1.075546961,NA,NA,NA,NA,capture,capture,CMR,CMR,capture_CMR,Pozuelos Biosphere Reserve,Andes,Field/Desert,-22,-66,89.4,km2,summer,NA,10.1002/jwmg.242,Argentina,Jujuy,240,3671
225,Point,Arzamendia & Vilá,2011,Camelidae,Lama,vicugna,47499.61,NA,10.2,1.008600172,NA,NA,NA,NA,capture,capture,CMR,CMR,capture_CMR,Pozuelos Biosphere Reserve,Andes,Field/Desert,-22,-66,89.4,km2,summer,NA,10.1002/jwmg.242,Argentina,Jujuy,240,3671
226,Point,Arzamendia & Vilá,2011,Camelidae,Lama,vicugna,47499.61,NA,10.9,1.037426498,NA,NA,NA,NA,capture,capture,CMR,CMR,capture_CMR,Pozuelos Biosphere Reserve,Andes,Field/Desert,-22,-66,89.4,km2,summer,NA,10.1002/jwmg.242,Argentina,Jujuy,240,3671
227,Point,Cullen et al,2000,Tayassuidae,Dicotyles,tajacu,21133.69,NA,5.28,0.722633923,NA,NA,NA,SD,sighting,sighting,distance,Distance,sighting_Distance,"Four forest fragments of similar size in the Mata de Planalto range(Caetetus
Ecological Station)",Atlantic forest,Dense Forest,-22,-51,19.67,km2,year_long,NA,https://doi.org/10.1016/S0006-3207(00)00011-2,Brazil,São Paulo,1244,380
228,Point,Cullen et al,2000,Tayassuidae,Dicotyles,tajacu,21133.69,NA,6.87,0.836956737,NA,NA,NA,SD,sighting,sighting,distance,Distance,sighting_Distance,Four forest fragments of similar size in the Mata de Planalto range,Atlantic forest,Dense Forest,-22,-51,19.67,km2,year_long,NA,https://doi.org/10.1016/S0006-3207(00)00011-3,Brazil,São Paulo,1244,380
229,Point,Cullen et al,2000,Tayassuidae,Dicotyles,tajacu,21133.69,NA,4.62,0.664641976,NA,NA,NA,SD,sighting,sighting,distance,Distance,sighting_Distance,Four forest fragments of similar size in the Mata de Planalto range,Atlantic forest,Dense Forest,-22,-51,19.67,km2,year_long,NA,https://doi.org/10.1016/S0006-3207(00)00011-4,Brazil,São Paulo,1244,380
230,Point,Cullen et al,2000,Tayassuidae,Dicotyles,tajacu,21133.69,NA,5.13,0.710117365,NA,NA,NA,SD,sighting,sighting,distance,Distance,sighting_Distance,Four forest fragments of similar size in the Mata de Planalto range,Atlantic forest,Dense Forest,-22,-51,19.67,km2,year_long,NA,https://doi.org/10.1016/S0006-3207(00)00011-5,Brazil,São Paulo,1244,380
231,Point,Araújo et al,2008,Tayassuidae,Dicotyles,tajacu,21133.69,0.0567,0.07,-1.15490196,0.0833,0.0133,0.19,CV,sighting,sighting,Distance,Distance,sighting_Distance,Rebio União,Atlantic forest,Dense Forest,-22.416352,-42,180,km,year_long,NA,10.1590/S0073-47212008000300014,Brazil,Rio de Janeiro,1201,140
232,Point,Keuroghlian et al,2004,Tayassuidae,Dicotyles,tajacu,21133.69,NA,5.9,0.770852012,NA,NA,NA,NA,sighting,sighting,census,Census,sighting_Census,Caetetus State Park,Forest,Dense Forest,-22.404147,-50,NA,NA,year_long,NA,:10.1016/j.biocon.2004.03.016,Brazil,São Paulo,1274,610
233,Point,Keuroghlian et al,2004,Tayassuidae,Tayassu,pecari,31798.71,NA,6.9,0.838849091,NA,NA,NA,NA,sighting,sighting,census,Census,sighting_Census,Caetetus State Park,Forest,Dense Forest,-22.404147,-50,NA,NA,year_long,NA,:10.1016/j.biocon.2004.03.016,Brazil,São Paulo,1274,610
234,Point,Araújo et al,2008,Tayassuidae,Dicotyles,tajacu,21133.69,0.0328,0.04,-1.397940009,0.0472,0.0072,0.18,CV,sighting,sighting,Distance,Distance,sighting_Distance,Poço das Antas,Atlantic forest,Dense Forest,-22.54398,-42,195,km,year_long,NA,10.1590/S0073-47212008000300014,Brazil,Rio de Janeiro,1158,51
235,Point,Oliveira et al,2022,Cervidae,Subulo,gouazoubira,16633.17,NA,0.366088,-0.436414507,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Parque Estadual Campos do Jordão,Atlantic forest,Dense Forest,-22.693404,-45,2664,m,spring,personal data,NA,Brazil,São Paulo,1798,1778
236,Point,Oliveira et al,2022,Cervidae,Subulo,gouazoubira,16633.17,NA,0.473968,-0.324250979,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Estacão Ecológica de Santa Bárbara,Cerrado,Savana,-22.816165,-49,9.478,m,summer,personal data,NA,Brazil,São Paulo,1234,617
237,Point,Oliveira et al,2022,Cervidae,Subulo,gouazoubira,16633.17,NA,0.36732,-0.434955424,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Parque Estadual da Serra do Mar - Caraguatatuba,Atlantic forest,Dense Forest,-23.692188,-46,1770,m,autumn,personal data,NA,Brazil,São Paulo,2117,606
238,Point,Oliveira et al,2022,Cervidae,Mazama,nana,16499.85,NA,8.84837,0.946863275,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Parque Estadual Vila Rica do Espírito Santo,Atlantic forest,Dense Forest,-23.915852,-52,5043,m,spring,personal data,NA,Brazil,Paraná,1487,302
239,Point,Oliveira et al,2022,Cervidae,Mazama,nana,16499.85,NA,9.643,0.984212167,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Parque Estadual Vila Rica do Espírito Santo,Atlantic forest,Dense Forest,-23.915852,-52,9486,m,autumn,personal data,NA,Brazil,Paraná,1487,302
240,Point,Oliveira et al,2022,Cervidae,Mazama,americana,20546.86,NA,5.138656,0.710849545,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Reserva Biológica das Perobas,Atlantic forest,Dense Forest,-23.870071,-53,1265,m,autumn,personal data,NA,Brazil,Paraná,1403,508
241,Point,Altrichter,2005,Tayassuidae,Dicotyles,tajacu,21133.69,0.52,0.62,-0.207608311,0.72,0.1,0.161290323,SE,sighting,sighting,census,Census,sighting_Census,village hunters,chaco,Wetland,-24,-62,12000,km2,year_long,NA,https://doi.org/10.1016/j.biocon.2005.06.024,Argentina,Chaco Province,668,179
242,Point,Altrichter,2005,Tayassuidae,Dicotyles,tajacu,21133.69,0.75,0.91,-0.040958608,1.07,0.16,0.175824176,SE,sighting,sighting,census,Census,sighting_Census,Copo National Park and Reserve and  Loro Hablador Provincial Reserve,chaco,Wetland,-24,-62,12000,km2,year_long,NA,https://doi.org/10.1016/j.biocon.2005.06.025,Argentina,Chaco Province,668,179
243,Point,Altrichter,2005,Tayassuidae,Catagonus,wagneri,35566.4,0.11,0.17,-0.769551079,0.23,0.06,0.352941177,SE,sighting,sighting,census,Census,sighting_Census,village hunters,chaco,Wetland,-24,-62,12000,km2,year_long,NA,https://doi.org/10.1016/j.biocon.2005.06.026,Argentina,Chaco Province,668,179
244,Point,Altrichter,2005,Tayassuidae,Catagonus,wagneri,35566.4,0.33,0.44,-0.356547324,0.55,0.11,0.25,SE,sighting,sighting,census,Census,sighting_Census,Copo National Park and Reserve and  Loro Hablador Provincial Reserve,chaco,Wetland,-24,-62,12000,km2,year_long,NA,https://doi.org/10.1016/j.biocon.2005.06.027,Argentina,Chaco Province,668,179
245,Point,Altrichter,2005,Tayassuidae,Tayassu,pecari,31798.71,0.01,0.33,-0.48148606,0.65,0.32,0.96969697,SE,sighting,sighting,census,Census,sighting_Census,village hunters,chaco,Wetland,-24,-62,12000,km2,year_long,NA,https://doi.org/10.1016/j.biocon.2005.06.028,Argentina,Chaco Province,668,179
246,Point,Altrichter,2005,Tayassuidae,Tayassu,pecari,31798.71,0,1.04,0.017033339,2.08,1.04,1,SE,sighting,sighting,census,Census,sighting_Census,Copo National Park and Reserve and  Loro Hablador Provincial Reserve,chaco,Wetland,-24,-62,12000,km2,year_long,NA,https://doi.org/10.1016/j.biocon.2005.06.029,Argentina,Chaco Province,668,179
247,Point,Duarte et al,2005,Cervidae,Mazama,bororo,24166.6,1.1,1.44,0.158362492,2.05,0.61,0.423611111,CI,capture,capture,CMR,CMR,capture_CMR,P.E. de Intervales,Mata Atlântica,Dense Forest,-24.3,-48,65,Fecal samples,year_long,NA,NA,Brazil,São Paulo,1483,816
248,Point,Oliveira et al,2022,Cervidae,Mazama,nana,16499.85,NA,12.871181,1.109618398,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Parque Estadual São Camilo,Atlantic forest,Dense Forest,-24.314432,-54,2427,m,autumn,personal data,NA,Brazil,Paraná,1536,305
